date,basepoint_X,basepoint_Y
2012-02-19T04:06:22.000000,887.779,-303.63250000000005
2015-07-19T14:30:52.000000,914.6555,-270.391
2013-12-05T09:31:16.000000,913.474,-274.809
2016-12-16T00:45:32.000000,887.806,-331.213
2014-02-06T22:55:04.000000,915.99,-270.592
2016-06-13T05:28:16.000000,952.8184,144.35539999999995
2014-01-10T23:42:09.000000,938.874,197.055
2013-12-10T11:41:52.000000,952.2083333333334,66.90503333333334
2013-02-12T20:20:47.000000,953.203,161.812
2011-07-28T02:53:09.000000,944.1805,141.98145
2012-09-30T00:09:21.000000,939.613,200.957
2013-04-05T16:59:53.000000,931.74225,243.32325
2016-03-28T09:51:12.000000,-223.53866666666667,65.00516666666667
